Sheet3 Data,,,,,,,
,,,,,,,
"${workbook.setSheetName(2, itDepartment.name)}",,,,,,,
,,,,ABC,abc,,
,,,,,,,
"<jx:if test=""${sheet.getRow(row).getCell(4).getStringCellValue()=='ABC'}"">",,,,,,,
E4 contains ABC,,,,,,,
</jx:if>,,,,,,,
,,,,,,,
"<jx:if test=""${sheet.getRow(row).getCell(5).getStringCellValue()=='ABC'}"">",,,,,,,
F4 contains abc,,,,,,,
</jx:if>,,,,,,,
,,,,,,,
test hssfCell reference,Cell:${hssfCell.getCellNum()},,,Cell:${hssfCell.getCellNum()},,,Cell:${hssfCell.getCellNum()}
