#REF!,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,Document Type,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,DTTN gernerated Unique document no.,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,Consignee's Contact Person,,Type of Service Required,,,,,,,,,
,#REF!,,,,,,,,,,,,,TRUE,FALSE,2,1,,,
,#REF!,,,,,,,,Consignee's Phone:,,Airline counter sign:,Export declaration:,,FALSE,FALSE,FALSE,FALSE,,,
,#REF!,,,,,,,,,,#NAME?,#NAME?,,FALSE,FALSE,FALSE,,,,
,,#REF!,,,,,,,Consignee's Fax:,,Insurance covered by,,,FALSE,FALSE,FALSE,FALSE,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,Consignee Code:,,,,,,,,,,,
,,#REF!,,,,,,,,,Document accompained,,,,,,,,,
,,,#REF!,,,,,,,,Invoice,#NAME?,,,,,,,,
,,#REF!,,,,,,,Norify's Code,,Packing,#NAME?,,,,,,,Consignee ID from Freescale:,
,,,#REF!,,,,,,,,C.O.,#NAME?,,,,,,,,
,,#REF!,,,,,,,Norify's Contact Person,,Re-Export Form A,#NAME?,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,Notify's Phone:,,,,,,,,,,,
,,,#REF!,,,,,,,,Air freight charges,,,,,,,,,
,,,,#REF!,,,,,Notify's Fax:,,Local charges(HK),,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,Type of Service Required,,,,,,,Airline counter sign,,
,,#REF!,,,,,,,,,IATA,Pelican,,,,,,YES,NO,
,,,#REF!,,,,,,,,FALSE,FALSE,,,,,,FALSE,FALSE,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,Export declaration,,,,,,,Insurance covered by,,
,,,#REF!,,,,,,,,YES,NO,,,,,,Shipper,Consignee,NipponExpress(HK)
,,,,#REF!,,,,,,,FALSE,FALSE,,,,,,FALSE,FALSE,TRUE
,,,,#REF!,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,Invoice,,,,,,,Packing,,C.O
,,,,#REF!,,,,,,,YES,NO,,,,,,YES or NO,,YES or NO
,,#REF!,,,,,,,,,FALSE,,,,,,,FALSE,,FALSE
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,Form A,,,,,,,,,
,,,#REF!,,,,,,,,YES or NO,,,,,,,,,
,,,,#REF!,,,,,,,FALSE,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,Air freight charges,,Local charges(HK),,,,,,,
,,,#REF!,,,,,,,,P or C,,P or C,,,,,,,
,,#REF!,,,,,,,,,1,,0,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
