Pilotenaktivität,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilot 1_BREKOM5556 (1_0805556),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7:00 bis 22:00, 28. Juli  2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Empfangene Anrufe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top 5 der bearbeiteten Anrufe,,,,,,,,,,
,,,Zustand Pilot,,,Wegsteuerungstyp,,,Bearbeitete ACD-Anrufe,,,,,,,,,,Abbrüche,,,,,,,,,,Umgeleitete Anrufe,,,,,,Durchschnittliche Gesprächsbearbeitungszeit,,,,,,,IVR-Verbindungen,,,,#,%,#,%,#,%,#,%,#,%,#
,,+,Zustand Offen,Zustand Gesperrt,Zustand Allgemeine Rufumleitung,Direkt,Indirekt,+,Effektivität,Ohne Einreihen in Warteschlange,+,Vor,,,,Nach 60 Sekunden bearbeitete Anrufe,Durchschnittliche Wartezeit,+,Bei Begrüßungsansage,Bei Warteansage,Vor,,,,Nach 60 Sekunden abgebrochene Anrufe,Abgewiesene Anrufe  wegen mangelnder Ressourcen,Abgewiesene Anrufe,+,Außerhalb ACD,In Gegenseitige Hilfe-Warteschlange geschickt,Zu einer entfernten BG geschickt,Service-Niveau,Effektivität,+,Durchschnittliche Gesprächszeit,Durchschnittliche Nachbearbeitungszeit,Durchschnittliche Haltezeit der Anrufe,Durchschnittsklingelzeit,Durchschnittswartezeit,Längste Wartezeit,+,Erfolgreich,Fehlgeschlagen,Gesamtdauer der Verbindung wartender Anrufe mit IVR,,,,,,,,,,,,Für alle BGs
,,Empfangene Anrufe (gesamt),,,,,,Bearbeitete Anrufe (gesamt),,,Nach Einreihen in Warteschlange (gesamt),5 Sekunden,10 Sekunden,30 Sekunden,60 Sekunden,,,Abbrüche (gesamt),,,5 Sekunden,10 Sekunden,30 Sekunden,60 Sekunden,,,,Umgeleitete Anrufe (gesamt),,,,,,Durchschnittliche Gesprächsbearbeitungszeit,,,,,,,IVR-Verbindungen (gesamt),,,,,,,,,,,,,,,
1,7:00-7:30,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,, , , , , , , ,,,, ,,, ,, ,, ,, ,, ,
1,7:30-8:00,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,, , , , , , , ,,,, ,,, ,, ,, ,, ,, ,
1,8:00-8:30,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,, , , , , , , ,,,, ,,, ,, ,, ,, ,, ,
,8:30-9:00,3,3,,,3,,3,100%,3,,1,2,,,, ,,,,,,,,,,,,,,,100%,100%,00:00:50,00:00:11,00:00:01,00:00:31,00:00:07, , ,,,, ,,, ,, ,, ,, ,, ,
,9:00-9:30,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,, , , , , , , ,,,, ,,, ,, ,, ,, ,, ,
,9:30-10:00,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,, , , , , , , ,,,, ,,, ,, ,, ,, ,, ,
