,,,,,,,,,
_____ ____,,,,,,,,,
,,,,,,,,,
_________:,,______ ______: ___.,,,,,,,
,,____: 29.04.2016 22:42:03,,,,,,,
,,,,,,,,,
____________,,,,,,,,_________,_______ ___
____________,,,,,_______,_____________,_________ _______,____,____
_____ ____________ Biltema,,,,,71-004,BILTEMA,,"10,430.00","8,340.00"
__________ ______________,,,,,,,,,
__________ ______ Suzuki Escudo/Vitara ______ ____,,,,,S-AX-BL-2678,__-_____,,"10,400.00","9,150.00"
__________ ______ ______,,,,,G-AX-BL,__-_____,,"10,400.00","9,150.00"
__________ _______c____ _____________ PEUGEOT _ ____ (________),,,,,BE-3,VAL-RACING,,"19,800.00","16,830.00"
__________ ARB,,,,,,,,,
__________ _______c____ ____________ ARB,,,,,RD128,ARB,,"85,640.00","72,800.00"
__________ _______c____ ____________ ARB,,,,,RD131,,,"43,225.00","39,335.00"
__________ _______c____ ____________ ARB,,,,,RD132,,,"69,160.00","60,860.00"
__________ _______c____ ____________ ARB,,,,,RD133,,,"43,225.00","39,335.00"
__________ _______c____ ____________ ARB,,,,,RD136,,,"43,225.00","39,335.00"
__________ _______c____ ____________ ARB,,,,,RD138,,,"43,225.00","39,335.00"
__________ _______c____ ____________ ARB,,,,,RD142,,,"43,225.00","39,335.00"
__________ _______c____ ____________ ARB,,,,,RD152,,,"43,225.00","39,335.00"
__________ _______c____ ____________ ARB,,,,,RD182,,,"39,600.00","37,224.00"
__________ _______c____ ____________ ARB,,,,,RD201,ARB,,"85,640.00","72,800.00"
__________ _______c____ ____________ ARB,,,,,RD46,,,"43,225.00","39,335.00"
__________ _______c____ ____________ ARB,,,,,RD90,,,"43,225.00","39,335.00"
__________ _______c____ ____________ ARB,,,,,RD135,,,"43,225.00","39,335.00"
__________ _______c____ _____________ ARB ___ Mitsubishi L200 2005+ _____. ____,,,,,RD110,ARB,1,"85,640.00","72,800.00"
__________ _______c____ _____________ ARB ___ Navara D40 _____.____,,,,,RD181,ARB,1,"83,220.00","70,740.00"
"__________ _______c____ _____________ ARB ___ TLC 100/105, Hilux",,,,,RD132,ARB,,"85,640.00","72,800.00"
__________ _______c____ _____________ ARB ___ TLC 80,,,,,RD142,ARB,1,"85,640.00","72,800.00"
__________ _______c____ _____________ ARB ___ TLC Prado 90/120/15 _____. ____,,,,,RD111,ARB,1,"85,640.00","72,800.00"
______ _________ __________ ARB,,,,,180209S,,,525.00,480.00
_________ ___ __________  ARB,,,,,160116,,,"1,280.00","1,165.00"
_________ ___ __________  ARB,,,,,RTC3095-LRA,,,"1,280.00","1,165.00"
_____ ____________ ___ __________ ____________ ARB,,,,,HDAL,,,"2,975.00","2,830.00"
__________ Gear Wall,,,,,,,,,
__________ _______c____ _____________ Great Wall Hover H3/H5 ______ ____,,,,,BGW,VAL-RACING,4,"19,800.00","17,420.00"
____________ _________________ ___5 Great Wall _ ______ ____,,,,,DAK5.GW.407.30.09,___,,"20,000.00","17,600.00"
____________ _________________ ___5 Great Wall _ ________ ____,,,,,DAK5.GW.410.17.09,___,,"20,000.00","17,600.00"
____________ _________________ ___5 Great Wall _ ________ ____,,,,,DAK5.GW.410.17.10,___,,"20,000.00","17,600.00"
____________ _________________ ___7 Great Wall _ ______ ____,,,,,DAK7.GW.407.30.09,___,,"19,500.00","17,160.00"
____________ _________________ ___7 Great Wall _ ________ ____,,,,,DAK7.GW.410.17.10,___,,"19,500.00","17,160.00"
____________ _________________ ___7 Great Wall _ ________ ____,,,,,DAK7.GW.410.17.09,___,,"19,500.00","17,160.00"
__________ Jeep,,,,,,,,,
____________ _________________ ___5 JEEP _ ______ ____,,,,,DAK5.JEP.427.30.09,___,,"22,000.00","19,360.00"
____________ _________________ ___7 JEEP _ ______ ____,,,,,DAK7.JEP.427.30.09,___,,"21,500.00","18,920.00"
__________ KIA,,,,,,,,,
____________ _________________ ___7 KIA Sportage _ ______ ____,,,,,DAK7.KIA.424.28.09,___,,"24,000.00","21,120.00"
____________ _________________ ___7 KIA Sportage _ ______ ____,,,,,DAK7.KIA.426.26.09,___,,"24,000.00","21,120.00"
____________ _________________ ___7 KIA Sportage _ ________ ____,,,,,DAK7.KIA.414.26.09,___,,"21,500.00","18,920.00"
____________ _________________ ___7 KIA Sportage _ ________ ____,,,,,DAK7.KIA.414.26.10,___,,"21,500.00","18,920.00"
__________ Land Rover,,,,,,,,,
____________ _________________ ___5 Land Rover _ ________ ____,,,,,DAK5.LR.403.24.10,___,,"22,000.00","19,360.00"
____________ _________________ ___5 Land Rover _ ________/______ ____,,,,,DAK5.LR.403.24.09,___,,"22,000.00","19,360.00"
____________ _________________ ___7 Land Rover _ ________ ____,,,,,DAK7.LR.403.24.10,___,,"21,500.00","18,920.00"
____________ _________________ ___7 Land Rover _ ________/______ ____,,,,,DAK7.LR.403.24.09,___,,"21,500.00","18,920.00"
__________ Mitsubishi,,,,,,,,,
____________ _________________ ___5 Mitsubishi _ ______ ____,,,,,DAK5.MIT.423.28.09,___,,"22,000.00","19,360.00"
____________ _________________ ___5 Mitsubishi _ ______ ____,,,,,DAK5.MIT.412.28.09,___,,"20,000.00","17,600.00"
____________ _________________ ___5 Mitsubishi _ ________ ____,,,,,DAK5.MIT.432.28.09,___,,"20,000.00","17,600.00"
____________ _________________ ___5 Mitsubishi _ ________ ____,,,,,DAK5.MIT.432.28.10,___,,"20,000.00","17,600.00"
____________ _________________ ___7 Mitsubishi _ ______ ____,,,,,DAK7.MIT.423.28.09,___,,"21,500.00","18,920.00"
____________ _________________ ___7 Mitsubishi _ ______ ____,,,,,DAK7.MIT.412.28.09,___,,"19,500.00","17,160.00"
____________ _________________ ___7 Mitsubishi _ ________ ____,,,,,DAK7.MIT.430.28.09,___,,"19,500.00","17,160.00"
____________ _________________ ___7 Mitsubishi _ ________ ____,,,,,DAK7.MIT.430.28.10,___,,"19,500.00","17,160.00"
____________ _________________ ___7 Mitsubishi _ ________ ____,,,,,DAK7.MIT.411.25.09,___,,"19,500.00","17,160.00"
____________ _________________ ___7 Mitsubishi _ ________ ____,,,,,DAK7.MIT.411.25.10,___,,"19,500.00","17,160.00"
____________ _________________ ___7 Mitsubishi _ ________ ____,,,,,DAK7.MIT.432.28.10,___,,"19,500.00","17,160.00"
____________ _________________ ___7 Mitsubishi _ ________ ____,,,,,DAK7.MIT.432.28.09,___,,"19,500.00","17,160.00"
__________ Nissan,,,,,,,,,
____________ _________________ ___5 Nissan Patrol _ ________ ____,,,,,DAK5.NIS.421.31.10,___,,"22,000.00","19,360.00"
____________ _________________ ___5 Nissan Patrol _ ________ ____,,,,,DAK5.NIS.421.31.09,___,,"22,000.00","19,360.00"
____________ _________________ ___7 Nissan Patrol _ ________ ____,,,,,DAK7.NIS.421.31.09,___,,"21,500.00","18,920.00"
____________ _________________ ___7 Nissan Patrol _ ________ ____,,,,,DAK7.NIS.421.31.10,___,,"21,500.00","18,920.00"
____________ _________________ ___7 Nissan _ ________ ____,,,,,DAK7.NIS.422.27.09,___,,"21,500.00","18,920.00"
____________ _________________ ___7 Nissan _ ________ ____,,,,,DAK7.NIS.422.27.10,___,,"21,500.00","18,920.00"
__________ Ssang Yong,,,,,,,,,
____________ _________________ ___5 Ssang Yong _ ______ ____ KSC,,,,,DAK5.SNG.427.30.09,___,,"22,000.00","19,360.00"
____________ _________________ ___5 Ssang Yong _ ______ ____ TONGIL,,,,,DAK5.SNG.439.30.09,___,,"22,000.00","19,360.00"
____________ _________________ ___7 Ssang Yong _ ______ ____ KSC,,,,,DAK7.SNG.427.30.09,___,,"21,500.00","18,920.00"
____________ _________________ ___7 Ssang Yong _ ______ ____ TONGIL,,,,,DAK7.SNG.439.30.09,___,,"21,500.00","18,920.00"
____________ _________________ ___7 Ssang Yong _ ________ ____,,,,,DAK7.SNG.425.25.10,___,,"21,500.00","18,920.00"
____________ _________________ ___7 Ssang Yong _ ________ ____,,,,,DAK7.SNG.425.25.09,___,,"21,500.00","18,920.00"
__________ Suzuki,,,,,,,,,
____________ _________________ ___5 Suzuki Grand Vitara _ ______ ____,,,,,DAK5.SUZ.408.28.09,___,,"21,000.00","18,480.00"
____________ _________________ ___5 Suzuki Grand Vitara _ ________ ____,,,,,DAK5.SUZ.409.26.10,___,,"21,000.00","18,480.00"
____________ _________________ ___5 Suzuki Jimny _ ______ ____,,,,,DAK5.SUZ.405.26.09,___,,"20,000.00","17,600.00"
____________ _________________ ___5 Suzuki Jimny _ ________ ____,,,,,DAK5.SUZ.406.22.09,___,,"20,000.00","17,600.00"
____________ _________________ ___5 Suzuki Jimny _ ________ ____,,,,,DAK5.SUZ.406.22.10,___,,"20,000.00","17,600.00"
____________ _________________ ___7 Suzuki Jimny _ ______ ____,,,,,DAK7.SUZ.405.26.09,___,,"19,500.00","17,160.00"
____________ _________________ ___7 Suzuki Jimny _ ________ ____,,,,,DAK7.SUZ.406.22.09,___,,"19,500.00","17,160.00"
____________ _________________ ___7 Suzuki Jimny _ ________ ____,,,,,DAK7.SUZ.406.22.10,___,,"19,500.00","17,160.00"
__________ TJM,,,,,,,,,
"__________ _______c____ ____________ TJM ______ TOYOTA LC 100 IFS&COIL, 79/78",,,,,168PL02,,,"37,200.00","31,620.00"
__________ Toyota,,,,,,,,,
____________ _________________ ___5 TLC 100 _ ________ ____,,,,,DAK5.TOY.402.30.10,___,,"20,000.00","17,600.00"
____________ _________________ ___5 TLC 100 _ ________ ____,,,,,DAK5.TOY.402.30.09,___,,"20,000.00","17,600.00"
____________ _________________ ___5 TLC 80 _ ________ ____,,,,,DAK5.TOY.401.30.10,___,,"20,000.00","17,600.00"
____________ _________________ ___5 TLC 80 _ ________/______ ____,,,,,DAK5.TOY.401.30.09,___,,"20,000.00","17,600.00"
____________ _________________ ___5 Toyota _ ________ ____,,,,,DAK5.TOY.415.30.10,___,,"20,000.00","17,600.00"
____________ _________________ ___5 Toyota _ ________/______ ____,,,,,DAK5.TOY.415.30.09,___,,"20,000.00","17,600.00"
____________ _________________ ___7 TLC 100 _ ________ ____,,,,,DAK7.TOY.402.30.10,___,,"19,500.00","17,160.00"
____________ _________________ ___7 TLC 100 _ ________ ____,,,,,DAK7.TOY.402.30.09,___,,"19,500.00","17,160.00"
____________ _________________ ___7 TLC 80 _ ________ ____,,,,,DAK7.TOY.401.30.10,___,,"19,500.00","17,160.00"
____________ _________________ ___7 TLC 80 _ ________/______ ____,,,,,DAK7.TOY.401.30.09,___,,"19,500.00","17,160.00"
____________ _________________ ___7 Toyota _ ________ ____,,,,,DAK7.TOY.415.30.10,___,,"19,500.00","17,160.00"
____________ _________________ ___7 Toyota _ ________/______ ____,,,,,DAK7.TOY.415.30.09,___,,"19,500.00","17,160.00"
__________ ____,,,,,,,,,
__________ ______ _ _____ ____ ____ (22 _____/36 __),,,,,V-DC-ASSY-2236,__-_____,,"12,800.00","11,260.00"
__________ ______ _ _____ ____ ____ (24 _____/36 __),,,,,V-DC-ASSY-2436,__-_____,,"12,800.00","11,260.00"
__________ ______ ____ ____ (22 _____/34 __),,,,,V-AX-BL-2234,__-_____,3,"9,500.00","8,360.00"
__________ ______ ____ ____ (22 _____/36 __),,,,,V-AX-BL-2236,__-_____,3,"9,500.00","8,360.00"
__________ _______c____ ____________ ___ (_________ 5),,,,,D1-5,VAL-RACING,,"9,900.00","8,420.00"
__________ _______c____ _____________ ____ ________ 22 _____ (_________ 4),,,,,BLOKNIVANN22-4,VAL-RACING,,"10,900.00","9,270.00"
__________ _______c____ _____________ ____ ________ 22 _____ (_________ 5),,,,,BLOKNIVANN22-5,VAL-RACING,,"10,900.00","9,270.00"
__________ _______c____ _____________ ____ ________ 22 _____ (_________ 6),,,,,BLOKNIVANN22-6,VAL-RACING,,"10,900.00","9,270.00"
__________ _______c____ _____________ ____ ________ 22 _____ (_________ 7.5),,,,,BLOKNIVANN22-7.5,VAL-RACING,,"10,900.00","9,270.00"
__________ _______c____ _____________ ____ ________ 22 _____ (_________ 7),,,,,BLOKNIVANN22-7,VAL-RACING,,"10,900.00","9,270.00"
__________ _______c____ _____________ ____ ________ 22 _____ (_________ 8.5),,,,,BLOKNIVANN22-8.5,VAL-RACING,,"10,900.00","9,270.00"
__________ _______c____ _____________ ____ ________ 22 _____ (_________ 8),,,,,BLOKNIVANN22-8,VAL-RACING,,"10,900.00","9,270.00"
__________ _______c____ _____________ ____ ________ 22 _____ (_________ 9),,,,,BLOKNIVANN22-9,VAL-RACING,,"10,900.00","9,270.00"
__________ _______c____ _____________ ____-____ ________ 24 _____,,,,,BLOKNIVANN24,VAL-RACING,,"10,900.00","9,270.00"
____________ _________________ ___5 ___ ____ _ ____-____ _ ______ ____ 22 _____,,,,,___5.___.01.22.09,___,,"10,000.00","8,800.00"
____________ _________________ ___5 ___ ____ _ ____-____ _ ________ ____ 22 _____,,,,,___5.___.01.22.10,___,1,"10,000.00","8,800.00"
____________ _________________ ___5 ___ ____ _ ____-____ _ ________ ____ 24 _____,,,,,___5.___.01.24.10,___,4,"10,000.00","8,800.00"
"___________ ______ ___ ___________ ____, ____",,,,,UV-RK-BL-PC,__-_____,,500.00,440.00
__________ ___,,,,,,,,,
____ ______ ___ __________ _____,,,,,___3160-2403160,_____,6,"1,170.00","1,000.00"
__________ ______ _ _____ ___ ____ _______ _ ___________,,,,,U-DC-ASSY-SC,__-_____,,"15,000.00","13,200.00"
__________ ______ _ _____ ___ ___________ ____,,,,,U-DC-ASSY-PC,__-_____,,"15,000.00","13,200.00"
__________ _____________ ______________ ______ ____ _______ _ ___________,,,,,U-AX-BL-SC,__-_____,>20,"10,400.00","9,150.00"
__________ _____________ ______________ ______ ___________ ____,,,,,U-AX-BL-PC,__-_____,7,"10,400.00","9,150.00"
__________ _______c____ _____________ ___ (________),,,,,__4924030011,VAL-RACING,,"15,900.00","13,520.00"
__________ _______c____ _____________ ___ _______ ____ (_________ 5),,,,,D146-5,VAL-RACING,,"15,400.00","13,090.00"
__________ _______c____ _____________ ___ _______ ____ (_________ 6.5),,,,,D146-6.5,VAL-RACING,1,"15,400.00","13,090.00"
__________ _______c____ _____________ ___ _______ ____ (_________ 6),,,,,D146-6,VAL-RACING,,"15,400.00","13,090.00"
__________ _______c____ _____________ ___ _______ ____ (_________ 7.5),,,,,D146-7.5,VAL-RACING,,"15,400.00","13,090.00"
__________ _______c____ _____________ ___ _______ ____ (_________ 7),,,,,D146-7,VAL-RACING,,"15,400.00","13,090.00"
__________ _______c____ _____________ ___ _______ ____ (_________ 8.5),,,,,D146-8.5,VAL-RACING,,"15,400.00","13,090.00"
__________ _______c____ _____________ ___ _______ ____ (_________ 8),,,,,D146-8,VAL-RACING,,"15,400.00","13,090.00"
__________ _______c____ _____________ ___ _______ ____ (_________ 9),,,,,D146-9,VAL-RACING,,"15,400.00","13,090.00"
__________ _______c____ _____________ ___ _______ ____ _____ (_________ 7),,,,,DS146-7,VAL-RACING,,"15,400.00","13,090.00"
__________ _______c____ _____________ ___ _______ ____ _____ (_________ 8),,,,,DS146-8,VAL-RACING,3,"15,400.00","13,090.00"
__________ _______c____ _____________ ___ _______ ____ _____ (_________ 9),,,,,DS146-9,VAL-RACING,,"15,400.00","13,090.00"
"__________ _______c____ _____________ ___ ____ ""_______"" (_________ 5.5)",,,,,D178-5.5,VAL-RACING,,"15,900.00","13,520.00"
"__________ _______c____ _____________ ___ ____ ""_______"" (_________ 5)",,,,,D178-5,VAL-RACING,,"15,900.00","13,520.00"
"__________ _______c____ _____________ ___ ____ ""_______"" (_________ 6.5)",,,,,D178-6.5,VAL-RACING,,"15,900.00","13,520.00"
