1,,,,,,,,,,
2,,,,,,,,,,
3,,,,,,,,,,
4,,,,,,,,,,
5,,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
5,AAAAA,4,BBBB,,,,,,,
5,AAAAA,4,BBBB,,,,,,,
5,AAAAA,4,BBBB,,,,,,,
5,AAAAA,4,BBBB,,,,,,,
5,AAAAA,4,BBBB,,,,,,,
5,AAAAA,4,BBBB,,,,,,3/26/17,3/26/17
5,AAAAA,4,BBBB,,,,,,3/26/17,3/26/17
5,AAAAA,4,BBBB,,,,,,3/26/17,3/26/17
5,AAAAA,4,BBBB,,,,,,3/26/17,3/26/17
5,AAAAA,4,BBBB,,,,,,3/26/17,3/26/17
3/26/17,,,,,,,,,,
3/26/17,,,,,,,,,,
3/26/17,,,,,,,,,,
3/26/17,,,,,,,,,,
3/26/17,,,,,,,,,,
3/26/17,,,,,,,,,,
3/26/17,,,,,,,,,,
3/26/17,,,,,,,,,,
3/26/17,,,,,,,,,,
3/26/17,,,,,,,,,,
