,,,Copyright 2008 by UE Systems Inc. Patent Pending.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air,MASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argon,,Air Leaks Repaired,,Argon Leaks Repaired,,Helium Leaks Repaired,,Hydrogen Leaks Repaired,,Other Leaks Repaired,,Cost Avoidance,,,CO2,NO,SO2,Identified CFM Total,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helium,,CFM,Cost,CFM,Cost,CFM,Cost,CFM,Cost,CFM,Cost,Identified,Repaired,% Complete,Identified,Identified,Identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen,,0.0,$0.00 ,0.0,$0.00 ,0.0,$0.00 ,0.0,$0.00 ,0.0,$0.00 ,$0.00 ,$0.00 ,0%,0,0,0,0.0,,,,,,,0,28.31683595,,,,,,,,,,,,,,,,,,,
Other,Record Number,Group Name,Location Name,Type of Gas,Pressure at Leak,dB Reading,Problem Description,,,Repaired (Y/N),Work Order Schedule #,Identified Leaks Cost Avoidance,Size of Leak (CFM),Energy Avoidance (kWh),CO2 Avoidance (lbs),NO Avoidance (lbs),SO2 Avoidance (lbs),,,,,,Formulae Data (DO NOT DELETE!),,Air,Argon,Helium,Hydrogen,Other,Cost,,,,,,,,,,,,,,,
Leaks Repaired,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,150,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,125,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,100,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,75,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,50,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,25,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,$0.00 ,0.0,N/A,N/A,N/A,N/A,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,
