,,,Copyright 2008 by UE Systems Inc. Patent Pending.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air,December 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argon,,Air Leaks Repaired,,Argon Leaks Repaired,,Helium Leaks Repaired,,Hydrogen Leaks Repaired,,Other Leaks Repaired,,Cost Avoidance,,,CO2,NO,SO2,Identified CFM Total,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helium,,CFM,Cost,CFM,Cost,CFM,Cost,CFM,Cost,CFM,Cost,Identified,Repaired,% Complete,Identified,Identified,Identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen,,0.0,$0.00 ,0.0,$0.00 ,0.0,$0.00 ,0.0,$0.00 ,0.0,$0.00 ,"$455,167.17 ",$0.00 ,0%,128624,162,243,109.3,,,,,,,0,28.31683595,,,,,,,,,,,,,,,,,,,
Other,Record Number,Group Name,Location Name,Type of Gas,Pressure at Leak,dB Reading,Problem Description,,,Repaired (Y/N),Work Order Schedule #,Identified Leaks Cost Avoidance,Size of Leak (CFM),Energy Avoidance (kWh),CO2 Avoidance (lbs),NO Avoidance (lbs),SO2 Avoidance (lbs),,,,,,Formulae Data (DO NOT DELETE!),,Air,Argon,Helium,Hydrogen,Other,Cost,,,,,,,,,,,,,,,
Leaks Repaired,7,ALLIED TEST,LOCATION,Helium,100,40,Type of leak,,,N,,"$136,651.39 ",2.5,N/A,N/A,N/A,N/A,,,,,,6,150,508.961988,33518.26668,136651.3949,21361.44919,7967.034158,136651.3949,,,,,,,,,,,,,,,
,8,ALLIED TEST,LOCATION,Argon,100,40,djhbshcbsdjhb,,,N,,"$33,518.27 ",2.5,N/A,N/A,N/A,N/A,,,,,,6,125,508.961988,33518.26668,136651.3949,21361.44919,7967.034158,33518.26668,,,,,,,,,,,,,,,
,9,ALLIED TEST,LOCATION,Air,100,43,,,,N,,$563.21 ,2.7,4693,3706,5,7,,,,,,6,100,563.2092273,37090.77991,151216.2566,23638.23935,8816.193072,563.2092273,,,,,,,,,,,,,,,
,10,ALLIED TEST,LOCATION,Other,100,12,,,,N,,"$1,475.90 ",0.5,N/A,N/A,N/A,N/A,,,,,,6,75,94.2857268,6209.293052,25314.81014,3957.230226,1475.901195,1475.901195,,,,,,,,,,,,,,,
,11,ALLIED TEST,LOCATION,Hydrogen,100,41,,,,N,,"$22,113.04 ",2.5,N/A,N/A,N/A,N/A,,,,,,6,50,526.8694888,34697.58538,141459.3866,22113.03807,8247.349141,22113.03807,,,,,,,,,,,,,,,
,12,ALLIED TEST,LOCATION,Hydrogen,100,23,,,,N,,"$9,841.69 ",1.1,N/A,N/A,N/A,N/A,,,,,,6,25,234.4899304,15442.59927,62958.28933,9841.687303,3670.587057,9841.687303,,,,,,,,,,,,,,,
,13,ALLIED TEST,LOCATION,Air,100,44,,,,N,,$581.64 ,2.8,4847,3828,5,7,,,,,,6,10,581.636516,38304.32983,156163.8062,24411.64405,9104.644552,581.636516,,,,,,,,,,,,,,,
,14,ALLIED TEST,LOCATION,Argon,100,41,,,,N,,"$34,697.59 ",2.5,N/A,N/A,N/A,N/A,,,,,,6,,526.8694888,34697.58538,141459.3866,22113.03807,8247.349141,34697.58538,,,,,,,,,,,,,,,
,15,ALLIED TEST,LOCATION,Helium,100,52,,,,N,,"$197,324.20 ",3.5,N/A,N/A,N/A,N/A,,,,,,6,,734.9395492,48400.27427,197324.1951,30845.8671,11504.37288,197324.1951,,,,,,,,,,,,,,,
,16,ALLIED TEST,LOCATION,Air,100,19,,,,N,,$179.44 ,0.9,1495,1181,1,2,,,,,,6,,179.4432304,11817.43665,48178.7802,7531.343283,2808.913789,179.4432304,,,,,,,,,,,,,,,
,17,ALLIED TEST,LOCATION,Air,100,52,,,,N,,$734.94 ,3.5,6124,4837,6,9,,,,,,6,,734.9395492,48400.27427,197324.1951,30845.8671,11504.37288,734.9395492,,,,,,,,,,,,,,,
,18,ALLIED TEST,LOCATION,Air,100,47,,,,N,,$637.92 ,3.1,5316,4198,5,8,,,,,,6,,637.9202323,42010.95755,171275.4423,26773.90641,9985.681448,637.9202323,,,,,,,,,,,,,,,
,19,ALLIED TEST,LOCATION,Air,100,54,,,,N,,$774.83 ,3.7,6457,5099,6,10,,,,,,6,,774.8270206,51027.10875,208033.5972,32519.96892,12128.75123,774.8270206,,,,,,,,,,,,,,,
,20,ALLIED TEST,LOCATION,Air,100,39,,,,N,,$491.23 ,2.4,4094,3233,4,6,,,,,,6,,491.2328618,32350.69505,131891.2952,20617.34681,7689.511362,491.2328618,,,,,,,,,,,,,,,
,21,ALLIED TEST,LOCATION,Air,100,47,,,,N,,$637.92 ,3.1,5316,4198,5,8,,,,,,6,,637.9202323,42010.95755,171275.4423,26773.90641,9985.681448,637.9202323,,,,,,,,,,,,,,,
,22,ALLIED TEST,LOCATION,Air,100,36,,,,N,,$439.14 ,2.1,3660,2890,4,5,,,,,,6,,439.1436005,28920.29791,117905.8299,18431.12832,6874.132348,439.1436005,,,,,,,,,,,,,,,
,23,ALLIED TEST,LOCATION,Air,100,53,,,,N,,$754.81 ,3.6,6290,4967,6,9,,,,,,6,,754.807947,49708.73005,202658.6687,31679.75603,11815.38276,754.807947,,,,,,,,,,,,,,,
,24,ALLIED TEST,LOCATION,Air,100,74,,,,N,,"$1,204.57 ",5.8,10038,7927,10,15,,,,,,6,,1204.571647,79328.42659,323415.893,50556.61648,18855.75678,1204.571647,,,,,,,,,,,,,,,
,25,ALLIED TEST,LOCATION,Air,100,53,,,,N,,$754.81 ,3.6,6290,4967,6,9,,,,,,6,,754.807947,49708.73005,202658.6687,31679.75603,11815.38276,754.807947,,,,,,,,,,,,,,,
,26,ALLIED TEST,LOCATION,Air,100,62,,,,N,,$940.21 ,4.5,7835,6187,8,12,,,,,,6,,940.212148,61918.73315,252437.9121,39461.28494,14717.60657,940.212148,,,,,,,,,,,,,,,
,27,ALLIED TEST,LOCATION,Air,100,58,,,,N,,$856.38 ,4.1,7136,5636,7,11,,,,,,6,,856.3772043,56397.68823,229929.0366,35942.68054,13405.29666,856.3772043,,,,,,,,,,,,,,,
,28,ALLIED TEST,LOCATION,Air,100,51,,,,N,,$715.22 ,3.4,5960,4707,6,9,,,,,,6,,715.2235581,47101.85539,192030.6412,30018.37476,11195.74871,715.2235581,,,,,,,,,,,,,,,
,29,ALLIED TEST,LOCATION,Air,100,40,,,,N,,$508.96 ,2.5,4241,3349,4,6,,,,,,6,,508.961988,33518.26668,136651.3949,21361.44919,7967.034158,508.961988,,,,,,,,,,,,,,,
,30,ALLIED TEST,LOCATION,Air,100,57,,,,N,,$835.77 ,4.0,6965,5500,7,10,,,,,,6,,835.7717436,55040.69234,224396.6688,35077.85662,13082.74918,835.7717436,,,,,,,,,,,,,,,
,31,ALLIED TEST,LOCATION,Air,100,50,,,,N,,$695.66 ,3.4,5797,4578,6,9,,,,,,6,,695.6617586,45813.59099,186778.4864,29197.35395,10889.53817,695.6617586,,,,,,,,,,,,,,,
,32,ALLIED TEST,LOCATION,Air,100,82,,,,N,,"$1,390.80 ",6.7,11590,9153,11,17,,,,,,6,,1390.802476,91592.86821,373417.0781,58372.83947,21770.92021,1390.802476,,,,,,,,,,,,,,,
,33,ALLIED TEST,LOCATION,Air,100,64,,,,N,,$982.96 ,4.7,8191,6469,8,12,,,,,,6,,982.958023,64733.81104,263914.7681,41255.35573,15386.72893,982.958023,,,,,,,,,,,,,,,
,34,ALLIED TEST,LOCATION,Air,100,44,,,,N,,$581.64 ,2.8,4847,3828,5,7,,,,,,6,,581.636516,38304.32983,156163.8062,24411.64405,9104.644552,581.636516,,,,,,,,,,,,,,,
,35,ALLIED TEST,LOCATION,Air,100,57,,,,N,,$835.77 ,4.0,6965,5500,7,10,,,,,,6,,835.7717436,55040.69234,224396.6688,35077.85662,13082.74918,835.7717436,,,,,,,,,,,,,,,
