,1_BREKOM5556,1_0805556,HOURS,00:30:00,28,7,2015,28,7,2015,7,0,22,0,C:\ProgramData\Alcatel\CCSupervisor\German.D\Excel\Doc\STAT_DE0.chm,,,,,,,7:00,,,Aufgliederung der für alle Piloten empfangenen Anrufe
,,,,,,,,,,,,,,,,,,,,,,7:30,,,Piloten (Gerufene Dienste)
,,,,,,,,,,,,,,,,,,,,,,8:00,,,Zahl der Anrufe
,,,,,,,,,,,,,,,,,,,,,,8:30,,,Aufgliederung der für einen Piloten empfangenen Anrufe:
,,,,,,,,,,,,,,,,,,,,,,9:00,,,Ausgabeperiode
,,,,,,,,,,,,,,,,,,,,,,9:30,,,
,,,,,,,,,,,,,,,,,,,,,,10:00,,,
,,,,,,,,,,,,,,,,,,,,,,10:30,,,
,,,,,,,,,,,,,,,,,,,,,,11:00,,,
,,,,,,,,,,,,,,,,,,,,,,11:30,,,
,,,,,,,,,,,,,,,,,,,,,,12:00,,,
,,,,,,,,,,,,,,,,,,,,,,12:30,,,
,,,,,,,,,,,,,,,,,,,,,,13:00,,,
,,,,,,,,,,,,,,,,,,,,,,13:30,,,
,,,,,,,,,,,,,,,,,,,,,,14:00,,,
,,,,,,,,,,,,,,,,,,,,,,14:30,,,
,,,,,,,,,,,,,,,,,,,,,,15:00,,,
,,,,,,,,,,,,,,,,,,,,,,15:30,,,
,,,,,,,,,,,,,,,,,,,,,,16:00,,,
,,,,,,,,,,,,,,,,,,,,,,16:30,,,
,,,,,,,,,,,,,,,,,,,,,,17:00,,,
,,,,,,,,,,,,,,,,,,,,,,17:30,,,
,,,,,,,,,,,,,,,,,,,,,,18:00,,,
,,,,,,,,,,,,,,,,,,,,,,18:30,,,
,,,,,,,,,,,,,,,,,,,,,,19:00,,,
,,,,,,,,,,,,,,,,,,,,,,19:30,,,
,,,,,,,,,,,,,,,,,,,,,,20:00,,,
,,,,,,,,,,,,,,,,,,,,,,20:30,,,
,,,,,,,,,,,,,,,,,,,,,,21:00,,,
,,,,,,,,,,,,,,,,,,,,,,21:30,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
