,,,,,,,,,,,,J.B. Hunt Transport - Drivers with Miles,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
COCA COLA CO-GA LEGACY/STMT   ,,,,,,Invoice Number : DRAFT,,,,,,,,,,,,,,,,,,
3791 BROWNS MILL RD SE,,,,,,Invoice Date : 2008-07-01,,,,,,,,,,,,,,,,,,
,,,,,,Period Ending : 2008-06-28,,,,,,,,,,,,,,,,,,
"ATLANTA,GA-30354 ",,,,,,,,,,,,,,,,,,,,,,,,
Mike Wolf,,,,,,,,,,,,,,,,,,,,,,,,
               ,,,,,,,,,,,,,,,,,,,,,,,,
DRIVER,TRACTOR,DISPATCH_DATE,BOL,TRIP_ID,ROUTE_CLASS,TRAILER,DELIVERY_DATE,ORIG_CITY,ORIG_STATE,ORIG_ZIP,DEST_CITY,DEST_STATE,DEST_ZIP,BOBTAIL_MILES,DEADHEAD_MILES,EMPTY_MILES,LOADED_MILES,BKH_F,OSC_F,DSP_NBR,DIR_CLS_TYP,BKH_REV_A,BKH_REV_CRD_A,PERD_END_D
AUGJ5,344249,6/23/08,1429501,1829267,ATLGA CLEVELANDTN 37311,751300,6/23/08,ATLANTA,GA,30354,CLEVELAND,TN,37311,0,0.00,16.00,154.00,N,N,1,OUTBOUND,0,0.0000,39628
AUGJ5,344249,6/23/08,1429265,1855169,CHATN COLLEGEPARKGA 30337,751300,6/24/08,CHATTANOOGA,TN,37406,COLLEGE PARK,GA,30337,0,0.00,24.00,133.00,Y,N,1,INBOUND,183,0.0000,39628
AUGJ5,344249,6/24/08,1429265,1855169,CHATN COLLEGEPARKGA 30337,751300,6/24/08,CHATTANOOGA,TN,37406,COLLEGE PARK,GA,30337,0,0.00,0.00,8.00,Y,N,2,INBOUND,14,0.0000,39628
AUGJ5,344249,6/24/08,1430395,1858088,ATLGA COLLEGEPARKGA 30337,751299,6/24/08,ATLANTA,GA,30354,COLLEGE PARK,GA,30337,0,0.00,8.00,0.00,N,N,1,OUTBOUND,0,0.0000,39628
AUGJ5,344249,6/24/08,1431345,1861764,ATLGA ATLANTAGA 30336,751333,6/25/08,ATLANTA,GA,30354,ATLANTA,GA,30336,0,0.00,8.00,21.00,N,N,1,OUTBOUND,0,0.0000,39628
