____________ATM_______________,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
__,,__,__,__,__,__,__,__,__,__,__,___,___,,,,,,,,,,,,
_____,,0 ,"1,500 ","10,000 ",0 ,"79,800 ",,,,,,,,,,,,,,,,,,,
__,1_14_,1_28_,2_25_,3_11_,3_25_,4_11_,4_22_,5_6_,5_20_,6_3_,6_17_,7_1_,7_15_,7_29_,8_12_,8_26_,9_9_,9_23_,10_7_,10_21_,11_4_,11_18_,12_2_,12_16_,12_30_
_______,"653,985 ","659,664 ","672,532 ","679,704 ","672,532 ","697,611 ","698,934 ","701,038 ","711,072 ","720,497 ","722,653 ","726,314 ","725,528 ","726,169 ","726,153 ",,,,,,,,,,
_______,"322,856 ","332,736 ","352,013 ","352,904 ","352,013 ","354,175 ","368,468 ","371,692 ","371,714 ","372,600 ","380,611 ","382,094 ","381,202 ","382,018 ","382,061 ",,,,,,,,,,
_______,"318,770 ","329,733 ","337,988 ","336,514 ","337,988 ","338,759 ","342,527 ","348,800 ","361,003 ","366,338 ","372,742 ","383,413 ","388,023 ","394,065 ","394,704 ",,,,,,,,,,
_______,"438,229 ","471,165 ","492,182 ","511,278 ","492,182 ","550,091 ","560,335 ","574,390 ","592,273 ","611,146 ","625,784 ","640,434 ","656,068 ","665,045 ","665,222 ",,,,,,,,,,
_______,"188,991 ","198,879 ","207,476 ","214,469 ","207,476 ","230,829 ","235,581 ","239,795 ","247,302 ","250,116 ","256,702 ","265,324 ","276,954 ","283,667 ","285,168 ",,,,,,,,,,
_______,"215,181 ","231,778 ","240,927 ","248,361 ","240,927 ","256,686 ","262,397 ","270,632 ","278,445 ","285,421 ","291,000 ","299,038 ","309,845 ","323,504 ","326,826 ",,,,,,,,,,
_______,67.01%,71.42%,73.18%,75.22%,73.18%,78.85%,80.17%,81.93%,83.29%,84.82%,86.60%,88.18%,90.43%,91.58%,91.61%,,,,,,,,,,
_______,58.54%,59.77%,58.94%,60.77%,58.94%,65.17%,63.94%,64.51%,66.53%,67.13%,67.44%,69.44%,72.65%,74.25%,74.64%,,,,,,,,,,
_______,67.50%,70.29%,71.28%,73.80%,71.28%,75.77%,76.61%,77.59%,77.13%,77.91%,78.07%,77.99%,79.85%,82.09%,82.80%,,,,,,,,,,
