“__e”______-______,,,,,
__/0574,____:2003-04-21_2003-05-20,,,,
,CP__,__,__,__,
,,_,,0,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,_,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
